Date,AAPL,AMZN,BRK-B,CMCSA,GOOG,KO,MSFT,ORCL,WFC,XOM,V,MA,JPM,WMT,COST,TGT,CVX,COP,NEE,DUK,SO,UNH,JNJ,CVS,SPY
2010-01-05,0.0017290638969122973,0.0058998892697967875,0.004832372227806303,-0.013553266639335204,-0.004403694656392787,-0.012096495716092948,0.0003231619954882081,-0.0012073818679106951,0.027452655835856987,0.003904616972868702,-0.01145923263700599,-0.0029587193871102313,0.01937025754392052,-0.009957676905322788,-0.003030149008676042,0.003707172631566058,0.007083528618931023,0.000950602878387441,-0.00976443900544155,-0.016499863360506573,-0.02015020336813822,-0.0015859607116232022,-0.011595227897696847,-0.003941854776882581,0.0026469188888824657
2010-01-06,-0.015906179434014955,-0.018115634693665172,-0.005109767998302095,-0.007168779511672829,-0.02520865225712665,-0.0003552265578345981,-0.006137185457781302,-0.01450456505882558,0.001425367379050524,0.00864312220735619,-0.013427715129191498,-0.0014464111573232463,0.005494442964544488,-0.0022347422204069822,0.01300031279631364,0.019085100340314964,0.00012465444649212287,0.007219275793274305,0.009860723438001484,0.0035949579920047103,0.014119409599269162,0.009847480093124972,0.008133651844566936,-0.008827948098129257,0.0007042448790817168
2010-01-07,-0.0018488737673326705,-0.0170132608680289,0.003927524897527457,0.021059229983641625,-0.023279557915674154,-0.0024852388057736707,-0.010399352355749403,-0.003270827531022591,0.036285678411044575,-0.0031417045714494662,0.009306942150079323,-0.006534553670047072,0.019808675252974695,0.0005598995480047275,-0.004833578406284511,0.012283659403702574,-0.0037661509724129516,-0.003961246670841967,-0.0028163288640236095,0.0047761330246500755,-0.0042376624298633425,0.03837677043724419,-0.007137058897185189,0.03685487687430933,0.004221060844630031
2010-01-08,0.00664824746948911,0.027076941270094634,-0.00030088238552317126,-0.0029465728129940416,0.013331192475686926,-0.01850861680316873,0.006896323456152542,0.012305512447368994,-0.00926855853281916,-0.004011363135368873,0.0027652097904515838,0.00035467903144947854,-0.002455783603000139,-0.005037320545035917,-0.007201206583419384,-0.003978700561850346,0.0017639786115175582,0.008712382213412972,-0.008663295383616987,0.0005940736224658849,-0.002127848317804437,-0.009391203795623748,0.0034380001442411157,0.007109109664237501,0.0033273294006994636
2010-01-11,-0.008821202115887328,-0.024041349123433142,0.0009030336602811051,-0.00650088930695103,-0.0015116099893611734,0.02030810242739589,-0.01272002446890197,0.00040523288615545994,-0.0020791722124512413,0.011219538755656622,-0.002873099860869033,-0.016458150307826713,-0.0033572575613328715,0.016500982528036445,0.0011810311881399471,0.0021967098070370117,0.017742627156981605,0.005820492860663551,-0.0007593670002327135,0.010095012920115831,0.013098031263042875,0.00672824872111355,0.0001558850178344784,-0.0020586168775992286,0.0013970233088493877
2010-01-12,-0.011375114749429649,-0.022715100723843973,-0.007518796992481258,-0.017846925063913832,-0.01768409057367859,0.010840884537037354,-0.006607080352285077,-0.005265508651908335,-0.025000133648481526,-0.004978865845231439,-0.004726152417896534,-0.0005600440575762589,-0.023354755467057453,0.009592170831840052,-0.005391762794723531,-0.01673979245560875,-0.005810954182225436,-0.02128059617047018,-0.024335270185388613,0.0011754987302434738,-0.006314101131755012,-0.02642798137626612,0.005294390896587231,-0.010904975522288751,-0.00932621028055236
2010-01-13,0.014105192737819294,0.013820227706130561,0.0,0.015748431035265575,-0.005740960628275893,0.002637055008013034,0.009311382843753435,0.009771852405681125,0.017806454522939275,-0.004002662428907344,0.009265485819515362,0.02599479142891492,0.017474868247361552,0.005115970173461992,0.006267819101137162,0.0,-0.007586115002754745,0.006294249821718667,0.0035079687039278884,0.0023493705027477496,0.014220785890405763,0.01528871125737652,0.006350551346907762,0.012217343470658948,0.00844610566948667
2010-01-14,-0.0057916659300729645,-0.013631832674516842,-0.0006060744776870131,-0.005963077213801182,0.0047011793749638375,0.0017531924925815456,0.020098883750276686,0.023838762401769964,0.014345923370163716,0.00014337579671663825,0.003443065189055128,0.016904347046669654,0.009943402250011335,-0.014542605913733686,-0.011447638636258417,0.015403632906651588,-0.003132778483089127,0.004169920029410745,-0.02893217998767106,0.0,-0.0023865337003916576,0.023970639468694932,0.0020004380976437197,-0.0005894603058385073,0.0027048447278568144
2010-01-15,-0.0167115452770924,-0.001648991677534517,-0.015463866846937568,-0.002399275491146935,-0.0166991712556942,-0.014703396619997089,-0.0032299975915270895,-0.003946405398427277,-0.031390529060897454,-0.008180403469056241,-0.014867774393936162,0.008330791770125634,-0.022599869702694786,-0.009776723602647364,0.0011923858901004003,0.0013968464557367888,-0.004022771388693114,0.0007547244404473297,0.010797796862404674,-0.00995929201485135,-0.002990216771906251,0.012904988137742768,-0.008294322162464618,-0.0011782766172612202,-0.011224480199614084
2010-01-19,0.04423825896418565,0.0036967069581697043,0.02617796249355009,0.010823632705271313,0.01313784641713367,0.002309760619329193,0.007776849028333199,0.0035659404443317833,0.007122850787288693,0.002315340512880626,0.019851783068834505,0.007995680569944374,-0.009157559326896547,0.0065197696698156005,0.002721056546338252,0.020530688829767607,0.0056795885893503595,0.013014344552599866,0.006726332560200721,0.011242779484809118,0.00929790302019895,0.04088895774088108,0.012236458345413537,0.001179666590821471,0.012495658301144186
2010-01-20,-0.015392528306271247,-0.014340538789756496,0.043217246095373474,-0.01725177445476389,-0.012269723828235324,-0.016306231225078127,-0.016398482887409638,-0.010659528234755467,-0.016266147170049705,-0.01790089550015528,-0.004895281273694541,-0.005137063373767958,0.0027727120050911047,-0.0031461479761922817,-0.011535025549792466,-0.009375177927756995,-0.019201599365859856,-0.012102353127005139,-0.017881878235130988,-0.00936230140507166,-0.006537928775145696,-0.016510117801261992,-0.003061153578874265,-0.00035416939241494916,-0.010168562063428532
2010-01-21,-0.01728613998569206,0.006678298086381096,0.04602998751663301,-0.031477077142507026,0.004427846265699031,-0.02036093190649868,-0.018960799474045942,-0.009177837419894974,0.006470278476550462,-0.01955021340638463,-0.033973639151505974,-0.018528028520742312,-0.06589847125397019,-0.017452749783808952,-0.01287113704466003,-0.009858680522526364,-0.024440336037319432,-0.015454207853257351,-0.019007304345737386,-0.014766624356801428,-0.008375297238296331,-0.04196801604867084,-0.01811133625339023,-0.01802055429437044,-0.019229319521726906
2010-01-22,-0.04959871860403586,-0.040988790522968555,-0.03602864002477668,-0.009374710582081947,-0.056554346773061925,-0.0023907493749546482,-0.034988305210148174,-0.027386482809099055,-0.026428938328361906,-0.00899568943411111,-0.02036673547267942,-0.025917329894444063,-0.03404071997126146,0.0003782541778913906,-0.007823115978910944,0.0031865612791444065,-0.021642428385414747,-0.031393494363451735,-0.01815235344213606,-0.0077935651419771546,-0.01840148384185203,0.0018125846973933157,-0.012036666710476984,0.0,-0.022291699054212133
2010-01-25,0.02690267586232209,-0.009223380956577043,-0.017974353261871023,0.010094625018304715,-0.018199569464399268,0.0020281283059597754,0.012430962772917109,-0.00496872624667144,0.014673478732860179,-0.003781909530259253,-0.00846134072977689,0.002541416533313523,0.001276709494751005,-0.001133427088182315,0.008410515870564517,0.0077416055573786835,-0.0005361618746384522,0.002964533689459925,-0.008101131724392974,0.006646377835652029,0.007990212521976625,-0.0048251605619025195,0.0003157813169711865,-0.006017057639116086,0.005127364821493119
2010-01-26,0.014133203388696058,-0.006898859792041745,-0.01220215547031167,-0.019363052561923277,0.0044814604212128906,-0.003863781808227662,0.006139427381706586,-0.006242070234984021,-0.024222423214843802,0.0010627034417625136,-0.010728032710009772,-0.015210668441664743,-0.01963761265868047,0.013804769893909441,0.006602877910872884,0.024620414931418866,-0.005365475337685055,-0.006305442928254523,0.0307848676658673,0.009003655265764632,0.005183133815154006,-0.0169694966881494,-0.006801618945867949,-0.00696114802449177,-0.004190040009136808
